,make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp
6032,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,28855
6033,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27925
6034,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,27455
6036,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25635
6042,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,26825
6045,Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29955
6048,Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,26990
6049,Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,24995
6050,Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,29325
6051,Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,31180
6052,Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,31895
6053,Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,25560
6054,Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,27645
6055,Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,30245
6058,Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,28120
6063,Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,28390
6064,Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,29220
6066,Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,26640
6068,Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,25540
6069,Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,27290
6072,Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,29495
6074,Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,28395
6075,Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,26895
6077,Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,28695
6082,Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,27595
6083,Volkswagen,Jetta SportWagen,2013,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,25795
6085,Volkswagen,Jetta SportWagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,27665
6086,Volkswagen,Jetta SportWagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,30265
6087,Volkswagen,Jetta SportWagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,29165
6093,Volkswagen,Jetta SportWagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,26565
6096,Volkswagen,Jetta SportWagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,29465
6097,Volkswagen,Jetta SportWagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,28365
6099,Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280
6102,Volkswagen,Jetta,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,45,31,873,25175
6103,Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,26920
6105,Volkswagen,Jetta,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,46,31,873,21640
6107,Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,28020
6108,Volkswagen,Jetta,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,45,31,873,22740
6109,Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,30380
6111,Volkswagen,Jetta,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,46,31,873,24075
6119,Volkswagen,Jetta,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,46,31,873,26410
6123,Volkswagen,Jetta,2015,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,31670
6125,Volkswagen,Jetta,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,45,31,873,27510
6132,Volkswagen,Jetta,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280
6135,Volkswagen,Jetta,2016,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,28020
6136,Volkswagen,Jetta,2016,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,26920
6144,Volkswagen,Jetta,2016,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,31120
6148,Volkswagen,Jetta,2016,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,30380
6152,Volkswagen,Jetta,2017,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,28995
6158,Volkswagen,Jetta,2017,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,27895
6190,Dodge,Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,33295
6192,Dodge,Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,27395
6193,Dodge,Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,28695
6194,Dodge,Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,26595
6195,Dodge,Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,23495
6196,Dodge,Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,29995
6197,Dodge,Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,25195
6198,Dodge,Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,20695
6199,Dodge,Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,17,1851,31395
6201,Dodge,Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,27395
6202,Dodge,Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,26295
6203,Dodge,Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,26595
6204,Dodge,Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,33695
6205,Dodge,Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,28395
6206,Dodge,Journey,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,25,17,1851,31795
6207,Dodge,Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,30895
6208,Dodge,Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,20995
6209,Dodge,Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851,24895
6210,Dodge,Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,29795
6211,Dodge,Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,20995
6212,Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,33695
6213,Dodge,Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,26295
6214,Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,29795
6215,Dodge,Journey,2017,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,25,17,1851,31795
6216,Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,30995
6217,Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,26595
6218,Dodge,Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,27495
6219,Dodge,Journey,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,16,1851,28395
6220,Dodge,Journey,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,19,1851,24895
6221,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,25240
6222,Nissan,Juke,2015,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,25,2009,28020
6223,Nissan,Juke,2015,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009,30020
6224,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,26940
6225,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,20250
6226,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,22300
6227,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,24150
6228,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,22100
6229,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,31,26,2009,27230
6230,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,34,28,2009,24830
6231,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,34,28,2009,24830
6232,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,22100
6233,Nissan,Juke,2016,premium unleaded (required),211.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,25,2009,28020
6234,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,22300
6235,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,24150
6236,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009,26940
6237,Nissan,Juke,2016,premium unleaded (required),215.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009,30020
6238,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,20250
6240,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,31,26,2009,27230
6241,Nissan,Juke,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,25240
6242,Nissan,Juke,2017,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,26,2009,28020
6243,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,33,27,2009,24830
6244,Nissan,Juke,2017,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,29,25,2009,30020
6245,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,30,26,2009,27230
6246,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,26,2009,26940
6247,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,26,2009,24400
6248,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,26,2009,22100
6249,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,20250
6250,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,22550
6251,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009,25240
6252,Subaru,Justy,1992,regular unleaded,73.0,3.0,MANUAL,four wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,24,640,2000
6253,Subaru,Justy,1992,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,24,640,2000
6254,Subaru,Justy,1992,regular unleaded,66.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,28,640,2000
6255,Subaru,Justy,1992,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,28,640,2000
6256,Subaru,Justy,1993,regular unleaded,73.0,3.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,28,640,2000
6257,Subaru,Justy,1993,regular unleaded,73.0,3.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,32,28,640,2000
6258,Subaru,Justy,1993,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,24,640,2000
6259,Subaru,Justy,1993,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,28,640,2000
6260,Subaru,Justy,1994,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,28,640,2000
6261,Subaru,Justy,1994,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,24,640,2000
6262,Infiniti,JX,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,24,18,190,41250
6263,Infiniti,JX,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,23,18,190,42650
6264,Kia,K900,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1720,59900
6265,Kia,K900,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1720,54500
6266,Kia,K900,2016,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,26,17,1720,49000
6267,Kia,K900,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1720,61900
6268,Kia,K900,2016,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,26,17,1720,54900
6301,Buick,LaCrosse,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Hybrid",Large,Sedan,36,25,155,35725
6302,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,28,18,155,31065
6303,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,26,17,155,40500
6304,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,39970
6305,Buick,LaCrosse,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Hybrid",Large,Sedan,36,25,155,33635
6306,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,38025
6307,Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,26,17,155,38730
6308,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,34065
6309,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,40145
6310,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,26,17,155,38905
6311,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance,Hybrid",Large,Sedan,28,18,155,35900
6312,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance,Hybrid",Large,Sedan,28,18,155,33810
6313,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,26,17,155,40675
6314,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,28,18,155,38200
6315,Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,28,18,155,31065
6316,Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,36065
6317,Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,38665
6318,Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Performance,Large,Sedan,29,20,155,43265
6319,Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,32065
6320,Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155,41065
6321,Mitsubishi,Lancer Evolution,2013,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,22,17,436,37895
6322,Mitsubishi,Lancer Evolution,2013,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,23,17,436,34695
6323,Mitsubishi,Lancer Evolution,2014,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,22,17,436,38195
6324,Mitsubishi,Lancer Evolution,2014,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,23,17,436,34995
6325,Mitsubishi,Lancer Evolution,2015,premium unleaded (required),303.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,436,37995
